,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
5971,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/19/2020,07/19/2020,A33854,SONG'S WHOLESALE,40.0,0.0,40.0,540.0,540.0,6,2020
5972,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/22/2020,07/22/2020,A33858,DASO TRADING INC.,40.0,0.0,40.0,540.0,540.0,6,2020
5973,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/22/2020,08/21/2020,A33862,SUN 3 TRADING LLC.,6.0,0.0,6.0,81.0,81.0,6,2020
5974,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/22/2020,06/22/2020,A33868,EBS IMPORT&WHOLESALE (GA),6.0,0.0,6.0,81.0,81.0,6,2020
5975,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/24/2020,08/23/2020,A33873,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,6,2020
5976,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/24/2020,07/24/2020,A33875,US IMPORT,12.0,0.0,12.0,162.0,162.0,6,2020
5977,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/26/2020,06/26/2020,A33890,EBS IMPORT&WHOLESALE (GA),6.0,0.0,6.0,81.0,81.0,6,2020
5978,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/10/2018,03/11/2018,A29104,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,1,2018
5979,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/10/2018,02/09/2018,A29105,D&G TRADING,12.0,0.0,12.0,114.0,114.0,1,2018
5980,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/15/2018,03/16/2018,A29115,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,1,2018
5981,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/15/2018,03/16/2018,A29117,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,1,2018
5982,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/15/2018,02/14/2018,A29126,BEAUTY ELEMENTS,12.0,0.0,12.0,114.0,114.0,1,2018
5983,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/18/2018,03/19/2018,A29132,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,1,2018
5984,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/18/2018,02/17/2018,A29137,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,1,2018
5985,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/19/2018,01/19/2018,A29143,RACHEL'S RIBBONS,1.0,0.0,1.0,9.5,9.5,1,2018
5986,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/22/2018,03/23/2018,A29148,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,1,2018
5987,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/22/2018,03/23/2018,A29151,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,1,2018
5988,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/23/2018,02/22/2018,A29153,US IMPORT,6.0,0.0,6.0,57.0,57.0,1,2018
5989,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/24/2018,03/25/2018,A29164,YOUNG'S TRADING (GA),24.0,0.0,24.0,228.0,228.0,1,2018
5990,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/25/2018,02/24/2018,A29168,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,12.5,12.5,1,2018
5991,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/25/2018,02/24/2018,A29169,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,12.5,12.5,1,2018
5992,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/25/2018,02/09/2018,A29171,"JOAH INTERNATIONAL, INC.",12.0,0.0,12.0,114.0,114.0,1,2018
5993,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/26/2018,02/25/2018,A29172,BESCO (GA),10.0,0.0,10.0,95.0,95.0,1,2018
5994,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/26/2018,03/27/2018,A29176,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,1,2018
5995,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/29/2018,02/28/2018,A29179,BEAUTY ELEMENTS,40.0,0.0,40.0,380.0,380.0,1,2018
5996,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/30/2018,01/30/2018,A29182,SHASA BEAUTY SUPPLY,3.0,0.0,3.0,37.5,37.5,1,2018
5997,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/30/2018,03/01/2018,A29183,SONG'S WHOLESALE,40.0,0.0,40.0,380.0,380.0,1,2018
5998,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/30/2018,03/01/2018,A29185,US IMPORT,6.0,0.0,6.0,57.0,57.0,1,2018
5999,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/30/2018,03/01/2018,A29188,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,1,2018
6000,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/30/2018,03/01/2018,A29805,"UNION SALES, INC.",40.0,0.0,40.0,380.0,380.0,1,2018
6001,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/31/2018,04/01/2018,A29189,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,1,2018
6002,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,01/31/2018,04/01/2018,A29195,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,1,2018
6003,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/05/2018,04/06/2018,A29204,"WURI, INC.",6.0,0.0,6.0,57.0,57.0,2,2018
6004,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/05/2018,03/07/2018,A29208,US IMPORT,6.0,0.0,6.0,57.0,57.0,2,2018
6005,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/05/2018,03/07/2018,A29210,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,228.0,228.0,2,2018
6006,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/05/2018,02/05/2018,A29217,ACE FACE APPAREL,1.0,0.0,1.0,15.0,15.0,2,2018
6007,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/06/2018,04/07/2018,A29221,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,2,2018
6008,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/09/2018,04/10/2018,A29252,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,2,2018
6009,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/12/2018,04/13/2018,A29255,SUN 3 TRADING LLC.,12.0,0.0,12.0,114.0,114.0,2,2018
6010,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/12/2018,03/14/2018,A29258,US IMPORT,12.0,0.0,12.0,114.0,114.0,2,2018
6011,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/14/2018,04/15/2018,A29268,P&J TRADING (MD),12.0,0.0,12.0,114.0,114.0,2,2018
6012,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/15/2018,04/16/2018,A29278,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,2,2018
6013,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/19/2018,04/20/2018,A29289,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,2,2018
6014,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/19/2018,04/20/2018,A29301,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,2,2018
6015,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/19/2018,02/19/2018,A29302,WIG CITY,1.0,0.0,1.0,12.5,12.5,2,2018
6016,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/20/2018,03/22/2018,A29304,US IMPORT,12.0,0.0,12.0,114.0,114.0,2,2018
6017,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/20/2018,03/22/2018,A29313,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,2,2018
6018,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/20/2018,03/22/2018,A29807,"UNION SALES, INC.",80.0,0.0,80.0,760.0,760.0,2,2018
6019,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/22/2018,04/23/2018,A29323,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,2,2018
6020,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/23/2018,03/25/2018,A29332,BESCO (GA),20.0,0.0,20.0,190.0,190.0,2,2018
6021,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/23/2018,04/24/2018,A29333,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,2,2018
6022,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/26/2018,04/27/2018,A29336,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,2,2018
6023,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/26/2018,03/28/2018,A29338,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,2,2018
6024,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/26/2018,03/28/2018,A29339,"UNION SALES, INC.",80.0,0.0,80.0,760.0,760.0,2,2018
6025,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/27/2018,03/29/2018,A29342,US IMPORT,12.0,0.0,12.0,114.0,114.0,2,2018
6026,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/28/2018,03/30/2018,A29348,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,228.0,228.0,2,2018
6027,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,02/28/2018,04/29/2018,A29351,YOUNG'S TRADING (GA),80.0,0.0,80.0,760.0,760.0,2,2018
6028,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/02/2018,05/01/2018,A29364,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,3,2018
6029,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/05/2018,04/04/2018,A29370,US IMPORT,12.0,0.0,12.0,114.0,114.0,3,2018
6030,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/07/2018,04/06/2018,A29387,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,3,2018
6031,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/07/2018,05/06/2018,A29389,NANURI GROUP,3.0,0.0,3.0,28.5,28.5,3,2018
6032,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/07/2018,05/06/2018,A29396,YOUNG'S TRADING (GA),80.0,0.0,80.0,760.0,760.0,3,2018
6033,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/08/2018,04/07/2018,A29402,"TEN TEN US TRADING, CORP.",40.0,0.0,40.0,380.0,380.0,3,2018
6034,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/08/2018,04/07/2018,A29404,EXPO TRADING,24.0,0.0,24.0,228.0,228.0,3,2018
6035,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/12/2018,05/11/2018,A29419,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,3,2018
6036,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/12/2018,05/11/2018,A29420,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,3,2018
6037,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,03/12/2018,04/11/2018,A29422,US IMPORT,12.0,0.0,12.0,114.0,114.0,3,2018
6038,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/02/2018,06/01/2018,A29715,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,5,2018
6039,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/07/2018,07/06/2018,A29734,SUN 3 TRADING LLC.,3.0,0.0,3.0,28.5,28.5,5,2018
6040,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/07/2018,06/06/2018,A29736,US IMPORT,6.0,0.0,6.0,57.0,57.0,5,2018
6041,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/11/2018,06/10/2018,A29757,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,5,2018
6042,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/11/2018,07/10/2018,A29759,MISSION TRADING,12.0,0.0,12.0,114.0,114.0,5,2018
6043,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/14/2018,07/13/2018,A29769,SUN 3 TRADING LLC.,3.0,0.0,3.0,28.5,28.5,5,2018
6044,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/15/2018,06/14/2018,A29783,US IMPORT,6.0,0.0,6.0,57.0,57.0,5,2018
6045,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/21/2018,06/20/2018,A29824,BESCO (GA),40.0,0.0,40.0,380.0,380.0,5,2018
6046,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/22/2018,06/21/2018,A29829,US IMPORT,6.0,0.0,6.0,57.0,57.0,5,2018
6047,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/23/2018,07/22/2018,A29844,MISSION TRADING,10.0,0.0,10.0,95.0,95.0,5,2018
6048,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/24/2018,06/23/2018,A29854,DASO TRADING INC.,80.0,0.0,80.0,760.0,760.0,5,2018
6049,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,05/30/2018,06/29/2018,A29872,US IMPORT,12.0,0.0,12.0,114.0,114.0,5,2018
6050,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,08/03/2018,A29876,"WURI, INC.",6.0,0.0,6.0,57.0,57.0,6,2018
6051,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,08/03/2018,A29877,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,6,2018
6052,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,07/04/2018,A29880,US IMPORT,12.0,0.0,12.0,114.0,114.0,6,2018
6053,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,07/04/2018,A29889,OH TRADING,12.0,0.0,12.0,102.0,102.0,6,2018
6054,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,07/04/2018,A29890,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,12.5,12.5,6,2018
6055,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/04/2018,07/04/2018,A29891,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,12.5,12.5,6,2018
6056,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/08/2018,08/07/2018,A29905,SUN 3 TRADING LLC.,9.0,0.0,9.0,85.5,85.5,6,2018
6057,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/08/2018,08/07/2018,A29907,"WURI, INC.",6.0,0.0,6.0,57.0,57.0,6,2018
6058,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/11/2018,07/11/2018,A29910,US IMPORT,12.0,0.0,12.0,114.0,114.0,6,2018
6059,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/11/2018,07/11/2018,A29917,7 DOLLAR BEAUTY SUPPLY,40.0,0.0,40.0,380.0,380.0,6,2018
6060,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/11/2018,08/10/2018,A29918,"ALICIA INTERNATIONAL, INC.",4.0,0.0,4.0,38.0,38.0,6,2018
6061,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/13/2018,08/12/2018,A29927,YOUNG'S TRADING (GA),200.0,0.0,200.0,1900.0,1900.0,6,2018
6062,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/15/2018,08/14/2018,A29946,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,6,2018
6063,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/18/2018,08/17/2018,A29951,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,6,2018
6064,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/18/2018,06/18/2018,A29952,SUPREME BEAUTY SUPPLY,2.0,0.0,2.0,19.0,19.0,6,2018
6065,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/19/2018,07/19/2018,A29957,"BEAUTY DEPOT (JACKSON, MS)",2.0,0.0,2.0,25.0,25.0,6,2018
6066,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/20/2018,07/20/2018,A29964,"UNION SALES, INC.",40.0,0.0,40.0,380.0,380.0,6,2018
6067,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/20/2018,08/19/2018,A29965,YOUNG'S TRADING (GA),200.0,0.0,200.0,1900.0,1900.0,6,2018
6068,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/20/2018,08/19/2018,A29968,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,6,2018
6069,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/21/2018,06/21/2018,A29971,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,9.5,9.5,6,2018
6070,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/25/2018,08/24/2018,A29986,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,6,2018
6071,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/25/2018,07/25/2018,A29987,US IMPORT,12.0,0.0,12.0,114.0,114.0,6,2018
6072,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/25/2018,07/25/2018,A29988,BESCO (GA),20.0,0.0,20.0,190.0,190.0,6,2018
6073,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/26/2018,08/25/2018,A29992,"ALICIA INTERNATIONAL, INC.",6.0,0.0,6.0,57.0,57.0,6,2018
6074,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/28/2018,06/28/2018,A30006,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,9.5,9.5,6,2018
6075,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/28/2018,08/27/2018,A30009,PKNY INTERNATIONAL INC.,20.0,0.0,20.0,190.0,190.0,6,2018
6076,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,06/29/2018,08/28/2018,A30012,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,6,2018
6077,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/06/2018,08/05/2018,A30044,7 DOLLAR BEAUTY SUPPLY,20.0,0.0,20.0,190.0,190.0,7,2018
6078,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/06/2018,09/04/2018,A30046,"WURI, INC.",9.0,0.0,9.0,85.5,85.5,7,2018
6079,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/09/2018,09/07/2018,A30055,"ALICIA INTERNATIONAL, INC.",6.0,0.0,6.0,57.0,57.0,7,2018
6080,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/10/2018,08/09/2018,A30058,US IMPORT,12.0,0.0,12.0,114.0,114.0,7,2018
6081,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/12/2018,07/12/2018,A30065,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,9.5,9.5,7,2018
6082,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/13/2018,08/12/2018,A30070,PRIME CK,6.0,0.0,6.0,57.0,57.0,7,2018
6083,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/13/2018,09/11/2018,A30071,"WURI, INC.",6.0,0.0,6.0,57.0,57.0,7,2018
6084,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,08/15/2018,A30074,"UNION SALES, INC.",40.0,0.0,40.0,380.0,380.0,7,2018
6085,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,07/31/2018,A30076,"JOAH INTERNATIONAL, INC.",12.0,0.0,12.0,114.0,114.0,7,2018
6086,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,09/14/2018,A30075,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,7,2018
6087,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,07/31/2018,A30079,HANA UNIVERSAL TRADING,10.0,0.0,10.0,95.0,95.0,7,2018
6088,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,08/15/2018,A30080,7 DOLLAR BEAUTY SUPPLY,20.0,0.0,20.0,190.0,190.0,7,2018
6089,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/16/2018,08/15/2018,A30081,US IMPORT,6.0,0.0,6.0,57.0,57.0,7,2018
6090,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/17/2018,08/16/2018,A30085,BEAUTY ELEMENTS,12.0,0.0,12.0,114.0,114.0,7,2018
6091,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/17/2018,08/16/2018,A30089,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,12.5,12.5,7,2018
6092,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/17/2018,08/16/2018,A30091,7 DOLLAR BEAUTY SUPPLY,20.0,0.0,20.0,190.0,190.0,7,2018
6093,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/17/2018,08/01/2018,A30093,"2J GROUP, INC.",6.0,0.0,6.0,57.0,57.0,7,2018
6094,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/17/2018,08/16/2018,A30092,"UNION SALES, INC.",40.0,0.0,40.0,380.0,380.0,7,2018
6095,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/18/2018,09/16/2018,A30096,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,7,2018
6096,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/18/2018,08/17/2018,A30097,JC BEAUTY & FASHION,1.0,0.0,1.0,12.5,12.5,7,2018
6097,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/19/2018,08/18/2018,A30103,HAIR DEPOT PLUS(WARREN),2.0,0.0,2.0,19.0,19.0,7,2018
6098,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/19/2018,08/18/2018,A30105,DASO TRADING INC.,40.0,0.0,40.0,380.0,380.0,7,2018
6099,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/19/2018,09/17/2018,A30106,MISSION TRADING,6.0,0.0,6.0,57.0,57.0,7,2018
6100,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/20/2018,08/04/2018,A30111,CORNER BEAUTY SUPPLY,1.0,0.0,1.0,12.5,12.5,7,2018
6101,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/20/2018,09/18/2018,A30113,"WURI, INC.",12.0,0.0,12.0,114.0,114.0,7,2018
6102,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/20/2018,09/18/2018,A30114,SUN 3 TRADING LLC.,6.0,0.0,6.0,57.0,57.0,7,2018
6103,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,07/23/2018,08/22/2018,A30116,US IMPORT,12.0,0.0,12.0,114.0,114.0,7,2018
6104,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/03/2018,10/02/2018,A30131,"WURI, INC.",6.0,0.0,6.0,57.0,57.0,8,2018
6105,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/03/2018,10/02/2018,A30132,YOUNG'S TRADING (GA),40.0,0.0,40.0,380.0,380.0,8,2018
6106,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/03/2018,08/03/2018,A30137,RACHEL'S RIBBONS,1.0,0.0,1.0,9.5,9.5,8,2018
6107,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/03/2018,09/02/2018,A30139,US IMPORT,12.0,0.0,12.0,114.0,114.0,8,2018
6108,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/06/2018,09/05/2018,A30145,"TEN TEN US TRADING, CORP.",40.0,0.0,40.0,380.0,380.0,8,2018
6109,Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),Sales Order,08/06/2018,09/05/2018,A30146,"UNION SALES, INC.",80.0,0.0,80.0,760.0,760.0,8,2018
